destination_id,destination_name,state,latitude,longitude,avg_cost,cost_category,best_season,avg_temp,precipitation,climate_type,popularity_score,safety_index,ratings_avg,total_reviews,adventure,beach,nature,nightlife,food,culture,sightseeing,trip_duration_days,family_friendly,solo_friendly,couple_friendly,recommended_for
519,Udaipur,Rajasthan,15.4597,79.6538,47140,Luxury,Winter,24,254,Tropical,96,52,3.9,22684,0,0,0,0,1,1,1,5,1,0,0,Wildlife
520,Varanasi,Uttar Pradesh,23.3343,90.6907,29802,Luxury,Summer,34,26,Cold,32,66,3.7,22879,0,0,0,0,0,1,0,3,1,1,0,Family
521,Haridwar,Uttarakhand,15.3064,80.9645,45067,Luxury,All-year,30,280,Temperate,58,76,4.5,29394,0,0,0,0,0,0,0,10,1,1,0,Beach
522,Hyderabad,Telangana,14.9437,83.8581,46741,Luxury,Winter,14,351,Temperate,27,63,4.2,5919,0,0,0,1,0,0,0,10,1,0,1,Family
523,Lonavala,Maharashtra,32.6824,91.2618,33290,Luxury,Winter,15,243,Cold,79,43,4.6,48675,0,0,1,0,1,0,1,4,0,1,1,Culture
524,Kutch,Gujarat,18.0111,77.592,4247,Budget,Summer,16,351,Cold,81,27,4.3,36414,0,0,0,0,0,0,1,3,1,0,0,Couple
525,Mysore,Karnataka,12.2974,96.3468,36942,Luxury,Summer,19,325,Tropical,82,61,3.8,18281,0,0,0,0,0,0,1,12,0,1,1,Beach
526,Mumbai,Maharashtra,27.6212,92.718,36859,Luxury,All-year,5,375,Cold,70,35,4.9,20200,0,0,0,1,1,0,1,8,0,0,0,Spiritual
527,Ranchi,Jharkhand,12.4064,92.3378,12295,Mid-range,All-year,15,330,Cold,82,88,4.9,31134,0,0,0,0,0,0,1,10,1,1,1,Budget
528,Rishikesh,Uttarakhand,21.9715,95.6552,73904,Luxury,Winter,9,342,Cold,87,82,4.0,34399,1,0,0,0,0,0,1,11,1,1,0,Spiritual
529,Bodh Gaya,Bihar,12.0647,86.3688,62173,Luxury,Winter,19,385,Tropical,27,85,3.8,26314,0,0,0,0,0,1,0,2,1,0,1,Luxury
530,Mysore,Karnataka,14.5886,76.4242,65266,Luxury,Summer,5,282,Tropical,61,67,4.3,36653,0,0,0,0,0,0,1,5,0,0,0,Nature
531,Kolkata,West Bengal,9.5133,82.5265,77944,Luxury,Winter,24,235,Dry,32,74,4.2,31183,0,0,0,1,0,1,0,6,1,1,1,Nature
532,Darjeeling,West Bengal,13.9789,72.2912,61866,Luxury,Monsoon,20,346,Tropical,21,95,5.0,27429,0,0,1,0,0,0,0,2,1,0,1,Couple
533,Kanyakumari,Tamil Nadu,15.2403,80.2272,7426,Budget,Monsoon,15,256,Cold,51,96,4.2,17025,0,1,0,0,0,0,0,7,1,1,0,Culture
534,Darjeeling,West Bengal,27.3668,81.0159,8450,Budget,All-year,11,345,Temperate,42,27,4.2,10023,0,0,1,0,1,0,0,12,1,1,1,Luxury
535,Bodh Gaya,Bihar,11.0791,75.9215,59355,Luxury,All-year,10,262,Cold,31,33,3.7,7442,0,0,0,0,0,1,0,2,0,1,1,Nature
536,Indore,Madhya Pradesh,28.6127,91.4128,73759,Luxury,Summer,33,334,Cold,23,28,3.6,36142,0,0,0,0,1,0,0,11,1,0,0,Couple
537,Kodaikanal,Tamil Nadu,23.5448,72.3202,8756,Budget,Summer,9,72,Dry,47,63,4.5,8091,0,0,1,0,0,0,0,10,0,0,1,Adventure
538,Darjeeling,West Bengal,10.7127,82.8255,69608,Luxury,All-year,9,42,Tropical,58,41,3.6,35223,0,0,1,0,0,0,0,3,0,0,1,Beach
539,Ranchi,Jharkhand,12.0911,79.4591,55941,Luxury,Summer,29,68,Cold,37,26,3.6,3287,0,0,0,0,0,0,0,10,1,1,1,Culture
540,Ooty,Tamil Nadu,12.46,85.759,10862,Budget,All-year,9,211,Tropical,83,96,4.1,24673,0,0,0,0,0,0,1,3,1,1,1,Beach
541,Puri,Odisha,26.7473,69.6941,64744,Luxury,Monsoon,29,35,Temperate,80,64,5.0,7747,0,0,0,0,0,0,1,10,0,1,1,Wildlife
542,Gangtok,Sikkim,30.5525,70.3647,21010,Mid-range,Monsoon,33,353,Cold,93,26,3.8,32080,0,0,0,0,1,0,1,7,1,0,1,Budget
543,Varanasi,Uttar Pradesh,25.4592,75.2954,76214,Luxury,Monsoon,32,101,Cold,34,24,3.7,14970,0,0,0,0,1,1,0,3,1,1,0,Family
544,Haridwar,Uttarakhand,10.716,68.327,48960,Luxury,All-year,29,363,Tropical,23,80,4.0,43364,0,0,0,0,1,0,0,3,1,0,1,Family
545,Hyderabad,Telangana,10.1966,70.7198,37820,Luxury,Monsoon,17,139,Tropical,30,73,4.6,20816,0,0,0,1,0,0,0,10,1,0,1,Family
546,Darjeeling,West Bengal,11.4015,71.7906,10303,Budget,Winter,26,134,Dry,68,45,4.4,7767,0,0,1,0,1,0,1,6,1,1,0,Budget
547,Hampi,Karnataka,31.9842,69.5389,51569,Luxury,Monsoon,5,236,Cold,77,96,5.0,8732,1,0,0,0,1,1,1,5,0,0,0,Budget
548,Guwahati,Assam,27.4831,93.5949,7404,Budget,Summer,16,223,Dry,47,59,4.8,42360,0,0,0,0,1,0,0,8,1,1,0,Family
549,Vizag,Andhra Pradesh,12.7301,89.4277,50564,Luxury,All-year,22,45,Dry,78,93,4.6,38964,0,1,0,0,1,0,1,12,1,0,0,Couple
550,Guwahati,Assam,10.4166,89.1414,31598,Luxury,Winter,23,316,Dry,58,99,4.0,40484,0,0,0,0,0,0,0,9,0,1,1,Culture
551,Pondicherry,Puducherry,13.8364,72.708,70476,Luxury,Summer,18,50,Cold,37,55,3.6,3467,0,1,0,0,0,0,0,2,0,0,0,Beach
552,Ranchi,Jharkhand,33.8558,90.4931,79943,Luxury,All-year,28,256,Tropical,33,44,3.9,23493,0,0,0,0,0,0,0,4,1,0,1,Luxury
553,Udaipur,Rajasthan,29.8118,82.0495,77927,Luxury,Monsoon,29,121,Temperate,63,23,4.8,6979,0,0,0,0,1,1,1,6,1,0,1,Spiritual
554,Pondicherry,Puducherry,28.1527,73.4443,27434,Luxury,Monsoon,28,354,Tropical,74,39,4.4,40300,0,1,0,0,0,0,1,3,0,1,1,Luxury
555,Indore,Madhya Pradesh,32.1796,85.4962,34942,Luxury,Monsoon,16,93,Dry,88,72,4.5,32267,0,0,0,0,1,0,1,12,0,0,0,Culture
556,Hampi,Karnataka,14.1467,95.2986,61648,Luxury,Summer,5,213,Dry,34,49,4.7,42516,1,0,0,0,0,1,0,2,1,0,0,Spiritual
557,Indore,Madhya Pradesh,19.0526,92.0637,11744,Budget,Monsoon,7,240,Dry,42,85,4.7,7100,0,0,0,0,0,0,0,5,1,0,1,Luxury
558,Manali,Himachal Pradesh,31.1416,85.9404,79725,Luxury,Summer,14,176,Tropical,89,57,3.6,34740,1,0,1,0,0,0,1,3,1,0,1,Couple
559,Delhi,Delhi,16.3689,83.6416,51539,Luxury,Winter,24,296,Dry,78,50,4.0,48461,0,0,0,1,0,1,1,4,0,0,1,Couple
560,Mumbai,Maharashtra,8.9649,84.4056,48677,Luxury,Winter,13,85,Dry,84,93,4.1,34118,0,0,0,1,1,0,1,4,0,1,1,Beach
561,Pondicherry,Puducherry,23.9065,90.0824,12099,Mid-range,Winter,22,226,Dry,73,36,4.2,7621,0,1,0,0,1,0,1,7,1,1,0,Family
562,Udaipur,Rajasthan,9.1331,88.4395,29245,Luxury,Monsoon,11,284,Cold,35,39,4.4,31628,0,0,0,0,0,1,0,12,0,1,0,Adventure
563,Puri,Odisha,26.2196,73.4359,75911,Luxury,Winter,5,215,Dry,60,40,4.1,8571,0,0,0,0,1,0,0,7,1,1,1,Budget
564,Pondicherry,Puducherry,22.0346,70.4344,14527,Mid-range,Monsoon,7,36,Dry,98,92,3.7,30621,0,1,0,0,0,0,1,6,1,0,0,Couple
565,Indore,Madhya Pradesh,13.1948,86.4164,14195,Mid-range,Summer,24,234,Dry,53,83,5.0,17575,0,0,0,0,1,0,0,10,1,1,1,Couple
566,Kolkata,West Bengal,24.6018,68.1104,69911,Luxury,Winter,19,78,Dry,23,70,4.9,33742,0,0,0,1,1,1,0,11,0,0,1,Budget
567,Bodh Gaya,Bihar,27.0327,85.3446,15466,Mid-range,Summer,17,366,Temperate,99,55,3.7,41107,0,0,0,0,1,1,1,9,1,0,1,Beach
568,Ooty,Tamil Nadu,17.7779,73.0177,17429,Mid-range,Summer,31,211,Cold,72,28,3.8,32313,0,0,0,0,0,0,1,10,0,1,0,Spiritual
569,Goa,Goa,19.7705,68.7208,51654,Luxury,Winter,13,271,Temperate,78,39,4.0,33196,0,1,0,1,0,0,1,6,1,1,0,Wildlife
570,Hampi,Karnataka,27.519,72.4437,60466,Luxury,Summer,8,24,Temperate,40,99,4.2,44523,1,0,0,0,1,1,0,2,1,1,0,Wildlife
571,Varanasi,Uttar Pradesh,10.3984,76.6717,54059,Luxury,Winter,33,144,Dry,62,45,4.3,22020,0,0,0,0,0,1,1,4,1,1,1,Luxury
572,Varanasi,Uttar Pradesh,24.9406,75.2173,79393,Luxury,Monsoon,18,254,Dry,27,45,3.5,24575,0,0,0,0,0,1,0,12,1,0,1,Budget
573,Ranchi,Jharkhand,15.462,72.7432,41846,Luxury,All-year,34,372,Temperate,96,99,4.3,20551,0,0,0,0,1,0,1,7,1,0,1,Couple
574,Varanasi,Uttar Pradesh,16.6779,69.6171,79628,Luxury,Winter,27,159,Temperate,47,71,4.1,41281,0,0,0,0,0,1,0,10,1,1,0,Adventure
575,Ladakh,Ladakh,23.7243,96.5704,39056,Luxury,Summer,29,28,Cold,34,51,4.7,41576,1,0,0,0,0,0,0,11,0,1,1,Nature
576,Indore,Madhya Pradesh,18.0527,80.9573,55048,Luxury,Winter,30,150,Cold,83,52,4.7,23263,0,0,0,0,0,0,1,5,1,1,1,Wildlife
577,Lonavala,Maharashtra,17.4566,86.0101,51468,Luxury,Winter,15,398,Tropical,48,74,4.6,22613,0,0,1,0,0,0,0,7,1,0,0,Couple
578,Ranchi,Jharkhand,22.038,77.6488,24693,Mid-range,All-year,27,330,Tropical,74,86,4.1,17752,0,0,0,0,1,0,1,7,1,0,0,Adventure
579,Varanasi,Uttar Pradesh,25.2152,84.781,32217,Luxury,Winter,32,18,Cold,84,33,3.6,513,0,0,0,0,0,1,1,6,0,0,1,Family
580,Kutch,Gujarat,11.5067,68.535,60851,Luxury,All-year,7,380,Cold,71,31,4.7,44774,0,0,0,0,1,0,1,8,0,1,1,Spiritual
581,Alleppey,Kerala,18.9748,74.3127,57496,Luxury,Monsoon,14,196,Temperate,48,86,4.3,22377,0,0,0,0,0,0,0,10,0,0,0,Budget
582,Srinagar,Jammu and Kashmir,13.9678,83.6101,49968,Luxury,Monsoon,26,186,Dry,98,41,4.2,33343,1,0,0,0,1,0,1,6,1,1,1,Spiritual
583,Munnar,Kerala,29.0924,83.955,21340,Mid-range,Monsoon,14,352,Tropical,60,23,4.6,48353,0,0,1,0,1,0,0,4,1,1,1,Wildlife
584,Bodh Gaya,Bihar,27.8305,95.1916,54400,Luxury,Summer,11,276,Tropical,40,41,3.7,43512,0,0,0,0,0,1,0,3,1,0,1,Couple
585,Mumbai,Maharashtra,12.2324,69.8415,61303,Luxury,Monsoon,28,50,Tropical,84,80,5.0,49379,0,0,0,1,1,0,1,7,1,0,0,Beach
586,Munnar,Kerala,22.08,93.1179,31733,Luxury,Monsoon,5,278,Dry,79,46,4.3,21610,0,0,1,0,0,0,1,6,1,1,1,Couple
587,Ranchi,Jharkhand,33.2045,88.7337,6632,Budget,All-year,13,61,Temperate,98,76,4.2,48302,0,0,0,0,0,0,1,2,1,1,1,Culture
588,Ranchi,Jharkhand,23.8812,69.5055,39665,Luxury,All-year,23,117,Dry,20,63,4.6,44402,0,0,0,0,0,0,0,6,1,1,0,Nature
589,Bodh Gaya,Bihar,14.6462,83.5631,36197,Luxury,All-year,12,177,Dry,78,95,3.8,49239,0,0,0,0,0,1,1,5,1,1,0,Nature
590,Pondicherry,Puducherry,17.4773,93.1189,51763,Luxury,Summer,10,367,Cold,35,89,4.7,47450,0,1,0,0,0,0,0,6,0,1,0,Adventure
591,Coorg,Karnataka,8.765,68.7848,52424,Luxury,Winter,13,245,Tropical,57,76,4.5,28713,1,0,1,0,0,0,0,5,1,1,0,Wildlife
592,Munnar,Kerala,15.2074,73.5477,33410,Luxury,All-year,5,255,Cold,45,81,3.9,3607,0,0,1,0,0,0,0,12,1,0,1,Nature
593,Rishikesh,Uttarakhand,26.6,96.1612,52690,Luxury,Monsoon,15,293,Cold,32,34,4.7,46287,1,0,0,0,1,0,0,5,1,0,1,Nature
594,Guwahati,Assam,16.9369,93.1355,65295,Luxury,Summer,21,68,Temperate,96,100,3.6,26323,0,0,0,0,1,0,1,11,1,0,1,Couple
595,Indore,Madhya Pradesh,30.3125,92.8274,48561,Luxury,Summer,23,72,Temperate,100,47,4.3,21706,0,0,0,0,0,0,1,6,1,0,0,Wildlife
596,Puri,Odisha,24.3592,79.8203,40209,Luxury,Winter,6,338,Tropical,25,85,4.2,38038,0,0,0,0,0,0,0,3,1,0,1,Spiritual
597,Kodaikanal,Tamil Nadu,25.6508,79.962,70305,Luxury,Summer,21,14,Tropical,51,43,4.7,40091,0,0,1,0,1,0,0,3,1,1,1,Nature
598,Andaman,Andaman and Nicobar Islands,14.1477,82.4993,25778,Luxury,Summer,13,282,Temperate,76,71,3.8,10104,0,1,0,0,0,0,1,4,0,0,1,Luxury
599,Pondicherry,Puducherry,9.8536,78.9239,66058,Luxury,All-year,13,378,Cold,31,75,4.4,23655,0,1,0,0,1,0,0,4,1,0,1,Wildlife
600,Vizag,Andhra Pradesh,29.2844,82.0522,73621,Luxury,All-year,12,186,Temperate,26,67,4.1,3343,0,1,0,0,0,0,0,7,1,1,0,Adventure
601,Andaman,Andaman and Nicobar Islands,29.2429,87.5002,31607,Luxury,Summer,16,143,Cold,61,51,4.1,22421,0,1,0,0,0,0,1,5,1,1,0,Culture
602,Gangtok,Sikkim,21.6532,93.2761,12531,Mid-range,Summer,6,48,Dry,45,98,3.9,41101,0,0,0,0,0,0,0,4,1,0,1,Spiritual
603,Udaipur,Rajasthan,30.8923,75.1112,77406,Luxury,Winter,20,33,Dry,50,83,4.5,41492,0,0,0,0,0,1,0,12,1,1,1,Family
604,Delhi,Delhi,16.8898,83.205,24476,Mid-range,Monsoon,7,103,Cold,37,33,3.6,28863,0,0,0,1,1,1,0,3,1,1,1,Beach
605,Kanyakumari,Tamil Nadu,28.1091,80.583,57061,Luxury,Monsoon,24,241,Cold,97,73,4.9,32046,0,1,0,0,0,0,1,6,0,0,0,Culture
606,Delhi,Delhi,21.2068,76.0437,62999,Luxury,Winter,20,256,Cold,91,72,4.1,1369,0,0,0,1,0,1,1,2,1,0,1,Beach
607,Alleppey,Kerala,19.6873,84.8455,33822,Luxury,Monsoon,28,162,Temperate,75,43,4.2,17206,0,0,0,0,0,0,1,4,1,1,0,Family
608,Udaipur,Rajasthan,9.5455,69.0839,41210,Luxury,All-year,24,74,Cold,50,63,3.8,2385,0,0,0,0,0,1,0,9,0,1,1,Family
609,Puri,Odisha,14.7967,73.3357,10277,Budget,Monsoon,16,400,Cold,52,23,3.5,45209,0,0,0,0,0,0,0,10,1,1,1,Nature
610,Indore,Madhya Pradesh,14.1269,95.7715,49930,Luxury,Monsoon,31,358,Cold,67,53,4.8,21315,0,0,0,0,0,0,1,10,1,0,0,Couple
611,Alleppey,Kerala,22.3142,91.6728,65044,Luxury,Monsoon,5,18,Tropical,58,91,4.8,45897,0,0,0,0,0,0,0,2,1,0,0,Couple
612,Udaipur,Rajasthan,10.5758,75.9074,7954,Budget,All-year,11,303,Tropical,54,95,3.5,35458,0,0,0,0,0,1,0,4,1,1,1,Budget
613,Andaman,Andaman and Nicobar Islands,16.7212,74.0604,47302,Luxury,Winter,13,116,Cold,93,35,4.2,31168,0,1,0,0,0,0,1,11,1,0,1,Wildlife
614,Ladakh,Ladakh,21.5011,81.761,32610,Luxury,Winter,26,131,Dry,67,75,3.7,15793,1,0,0,0,1,0,1,6,1,1,0,Budget
615,Coorg,Karnataka,14.694,79.5171,20870,Mid-range,Monsoon,30,390,Tropical,54,38,4.3,30613,1,0,1,0,1,0,0,3,1,1,1,Couple
616,Mahabaleshwar,Maharashtra,26.5361,91.6683,5792,Budget,All-year,17,358,Temperate,55,30,4.6,2393,0,0,1,0,0,0,0,11,1,1,1,Beach
617,Alleppey,Kerala,23.323,76.3447,32070,Luxury,Summer,7,127,Temperate,89,22,3.7,32192,0,0,0,0,0,0,1,7,0,1,1,Spiritual
618,Kodaikanal,Tamil Nadu,8.9735,94.5302,12262,Mid-range,Monsoon,25,282,Dry,88,85,4.6,36604,0,0,1,0,0,0,1,4,1,0,1,Wildlife
619,Coorg,Karnataka,22.3485,72.774,65263,Luxury,Winter,20,323,Cold,47,33,3.7,3667,1,0,1,0,0,0,0,11,0,0,1,Budget
620,Andaman,Andaman and Nicobar Islands,17.3769,69.3264,48721,Luxury,Summer,23,185,Dry,82,98,4.6,44880,0,1,0,0,0,0,1,2,0,0,1,Wildlife
621,Indore,Madhya Pradesh,32.9902,81.6678,15896,Mid-range,Monsoon,32,306,Cold,33,35,4.2,8760,0,0,0,0,1,0,0,10,1,1,1,Luxury
622,Mahabaleshwar,Maharashtra,20.8537,84.4718,78664,Luxury,Summer,17,261,Dry,59,61,3.8,3773,0,0,1,0,0,0,0,12,1,1,0,Couple
623,Shimla,Himachal Pradesh,18.8355,73.1096,20828,Mid-range,Monsoon,20,247,Dry,65,43,4.4,18528,0,0,0,0,1,0,1,9,1,1,1,Nature
624,Delhi,Delhi,16.849,83.9483,65033,Luxury,Summer,14,141,Dry,85,93,4.8,9013,0,0,0,1,0,1,1,3,1,0,0,Culture
625,Gangtok,Sikkim,31.3239,72.645,9859,Budget,All-year,16,376,Temperate,57,80,3.8,43473,0,0,0,0,1,0,0,3,1,0,0,Couple
626,Gangtok,Sikkim,29.9389,92.2306,12877,Mid-range,All-year,17,264,Dry,56,20,4.0,19541,0,0,0,0,0,0,0,8,1,0,1,Spiritual
627,Gangtok,Sikkim,23.7136,88.2862,60203,Luxury,All-year,33,383,Tropical,88,69,3.8,48484,0,0,0,0,0,0,1,11,1,1,0,Couple
628,Bodh Gaya,Bihar,20.8656,68.6123,61437,Luxury,Monsoon,18,173,Tropical,83,26,4.0,8101,0,0,0,0,0,1,1,4,0,1,1,Budget
629,Bodh Gaya,Bihar,25.0028,72.9694,69699,Luxury,Winter,31,16,Tropical,27,83,3.9,27808,0,0,0,0,1,1,0,9,1,0,1,Wildlife
630,Kolkata,West Bengal,17.7793,80.3109,10143,Budget,All-year,23,399,Dry,64,44,4.7,9637,0,0,0,1,0,1,1,5,0,1,0,Family
631,Hampi,Karnataka,22.4366,92.8229,42017,Luxury,Summer,9,62,Cold,30,95,4.8,44933,1,0,0,0,0,1,0,7,1,1,1,Budget
632,Shimla,Himachal Pradesh,10.842,77.9454,38146,Luxury,All-year,26,368,Temperate,90,31,5.0,19120,0,0,0,0,0,0,1,9,1,0,1,Spiritual
633,Puri,Odisha,30.1336,92.8674,21171,Mid-range,Summer,16,360,Cold,82,52,4.6,30005,0,0,0,0,0,0,1,2,1,1,1,Budget
634,Kolkata,West Bengal,20.2359,87.6118,56468,Luxury,All-year,24,192,Cold,38,88,3.8,28477,0,0,0,1,1,1,0,3,1,0,0,Couple
635,Ranchi,Jharkhand,19.0457,86.8019,61968,Luxury,Summer,25,400,Dry,22,44,4.2,15807,0,0,0,0,0,0,0,7,1,0,1,Wildlife
636,Ooty,Tamil Nadu,24.9831,70.4427,65415,Luxury,Summer,12,185,Cold,31,47,4.1,20494,0,0,0,0,0,0,0,3,1,1,0,Budget
637,Udaipur,Rajasthan,28.2728,69.2035,48059,Luxury,Monsoon,8,365,Tropical,45,21,4.6,27336,0,0,0,0,0,1,0,7,0,1,0,Family
638,Manali,Himachal Pradesh,33.7212,74.4133,47626,Luxury,Winter,13,310,Temperate,83,50,4.0,18143,1,0,1,0,1,0,1,6,1,0,0,Nature
639,Delhi,Delhi,25.6749,74.8183,22283,Mid-range,Summer,14,393,Temperate,89,45,3.9,46394,0,0,0,1,0,1,1,10,0,0,1,Budget
640,Ladakh,Ladakh,26.6633,88.0178,10522,Budget,Monsoon,10,157,Dry,37,87,3.5,41003,1,0,0,0,0,0,0,9,1,1,0,Beach
641,Pondicherry,Puducherry,26.9854,80.7719,29780,Luxury,Winter,10,61,Tropical,41,93,4.0,30546,0,1,0,0,1,0,0,11,0,0,1,Culture
642,Manali,Himachal Pradesh,10.8783,80.0595,34626,Luxury,All-year,31,346,Dry,69,52,4.1,30478,1,0,1,0,0,0,1,11,0,1,1,Culture
643,Kanyakumari,Tamil Nadu,16.1387,83.4702,48146,Luxury,Monsoon,27,391,Temperate,30,75,3.5,25931,0,1,0,0,0,0,0,12,1,0,0,Adventure
644,Kutch,Gujarat,23.4038,78.0348,44847,Luxury,Summer,15,45,Cold,81,24,3.8,28723,0,0,0,0,0,0,1,2,1,1,1,Wildlife
645,Hampi,Karnataka,16.769,84.1346,77722,Luxury,Summer,12,342,Tropical,73,37,4.1,20038,1,0,0,0,0,1,1,12,1,0,1,Luxury
646,Kanyakumari,Tamil Nadu,31.32,91.1876,9885,Budget,Monsoon,6,60,Cold,69,37,4.6,45384,0,1,0,0,1,0,1,2,1,1,1,Adventure
647,Rishikesh,Uttarakhand,14.4439,96.3841,68263,Luxury,All-year,19,25,Cold,94,93,4.6,46436,1,0,0,0,1,0,1,10,1,0,1,Wildlife
648,Hampi,Karnataka,11.1677,76.5208,76261,Luxury,Winter,6,121,Temperate,33,23,3.5,44661,1,0,0,0,0,1,0,4,0,0,0,Family
649,Bodh Gaya,Bihar,23.9483,93.0571,17027,Mid-range,Monsoon,17,233,Tropical,20,71,3.7,34362,0,0,0,0,1,1,0,4,1,0,1,Spiritual
650,Mumbai,Maharashtra,9.48,68.5268,33755,Luxury,All-year,13,371,Temperate,69,93,4.9,25105,0,0,0,1,1,0,1,9,0,0,1,Luxury
651,Bodh Gaya,Bihar,27.6481,96.1646,58632,Luxury,All-year,30,41,Temperate,22,92,4.4,29109,0,0,0,0,0,1,0,9,0,1,0,Budget
652,Puri,Odisha,27.5268,82.9803,4410,Budget,All-year,29,264,Cold,46,40,4.4,23628,0,0,0,0,0,0,0,8,0,1,0,Luxury
653,Pondicherry,Puducherry,8.1874,81.4859,20658,Mid-range,Summer,5,15,Temperate,26,78,3.6,44314,0,1,0,0,0,0,0,9,0,0,0,Nature
654,Mysore,Karnataka,29.6914,87.2592,9571,Budget,Summer,18,390,Tropical,74,52,4.0,32428,0,0,0,0,0,0,1,7,0,0,0,Family
655,Lonavala,Maharashtra,26.9898,94.0853,72597,Luxury,Summer,28,230,Temperate,72,83,4.7,144,0,0,1,0,1,0,1,6,0,1,1,Family
656,Kolkata,West Bengal,11.1229,79.035,60622,Luxury,All-year,6,358,Temperate,27,58,4.3,19791,0,0,0,1,0,1,0,4,1,0,1,Wildlife
657,Gangtok,Sikkim,20.6086,94.0272,38339,Luxury,Winter,22,137,Dry,96,24,4.4,9433,0,0,0,0,0,0,1,5,1,0,1,Wildlife
658,Lonavala,Maharashtra,33.7567,76.7065,46032,Luxury,All-year,16,172,Tropical,34,24,4.4,30653,0,0,1,0,0,0,0,5,0,1,1,Wildlife
659,Srinagar,Jammu and Kashmir,28.4658,69.5116,53469,Luxury,Monsoon,11,308,Dry,23,94,4.3,7344,1,0,0,0,0,0,0,3,0,1,1,Culture
660,Puri,Odisha,24.9197,79.8274,40403,Luxury,Winter,12,94,Tropical,23,27,4.0,35764,0,0,0,0,0,0,0,11,0,0,0,Wildlife
661,Gangtok,Sikkim,16.1915,88.6002,41915,Luxury,Summer,8,311,Tropical,91,58,4.0,7632,0,0,0,0,0,0,1,11,1,1,0,Family
662,Coorg,Karnataka,30.9268,77.7884,74506,Luxury,Monsoon,23,76,Temperate,67,65,4.6,12607,1,0,1,0,0,0,1,4,0,0,0,Luxury
663,Mysore,Karnataka,25.0499,79.1411,38984,Luxury,Summer,26,180,Temperate,59,61,4.3,40574,0,0,0,0,1,0,0,11,0,0,1,Spiritual
664,Kanyakumari,Tamil Nadu,18.1771,79.4857,65886,Luxury,Summer,7,259,Cold,68,89,4.3,7156,0,1,0,0,1,0,1,12,1,0,0,Budget
665,Jaipur,Rajasthan,28.4712,73.0529,48376,Luxury,Monsoon,10,245,Temperate,32,82,4.9,13124,0,0,0,0,0,1,0,3,1,1,1,Culture
666,Udaipur,Rajasthan,21.7165,91.6266,41652,Luxury,Monsoon,35,298,Cold,52,96,4.2,37233,0,0,0,0,1,1,0,11,1,1,0,Budget
667,Jaipur,Rajasthan,9.3862,71.0077,79733,Luxury,Winter,23,378,Dry,78,90,4.1,12649,0,0,0,0,1,1,1,12,1,0,1,Family
668,Manali,Himachal Pradesh,14.2255,74.7087,51322,Luxury,Winter,25,165,Dry,88,21,3.7,44496,1,0,1,0,1,0,1,7,0,0,1,Budget
669,Kanyakumari,Tamil Nadu,13.982,95.3397,19277,Mid-range,Monsoon,20,118,Tropical,89,64,4.0,13987,0,1,0,0,1,0,1,7,1,0,0,Wildlife
670,Lonavala,Maharashtra,23.9287,86.85,27292,Luxury,Monsoon,31,26,Temperate,96,67,4.9,34967,0,0,1,0,0,0,1,4,1,1,1,Family
671,Kutch,Gujarat,26.6691,96.5178,78438,Luxury,Monsoon,8,91,Tropical,25,84,3.5,25772,0,0,0,0,0,0,0,12,0,0,1,Couple
672,Udaipur,Rajasthan,33.4637,80.1554,77790,Luxury,Monsoon,25,34,Tropical,72,64,4.0,47639,0,0,0,0,0,1,1,2,1,1,0,Family
673,Varanasi,Uttar Pradesh,15.8476,74.2114,40622,Luxury,Monsoon,29,291,Dry,71,27,3.9,42894,0,0,0,0,1,1,1,5,1,1,0,Luxury
674,Ranchi,Jharkhand,28.7342,92.6045,53245,Luxury,Monsoon,18,400,Cold,74,61,4.9,22166,0,0,0,0,0,0,1,7,1,0,1,Adventure
675,Udaipur,Rajasthan,14.9785,78.2751,46016,Luxury,Winter,14,110,Temperate,84,62,4.5,32126,0,0,0,0,0,1,1,12,0,1,1,Couple
676,Shimla,Himachal Pradesh,33.37,71.3462,37811,Luxury,Monsoon,19,220,Tropical,53,24,4.6,16184,0,0,0,0,0,0,0,2,0,0,1,Nature
677,Varanasi,Uttar Pradesh,28.911,85.0116,53515,Luxury,All-year,24,361,Tropical,72,21,4.5,11039,0,0,0,0,0,1,1,4,1,1,1,Luxury
678,Varanasi,Uttar Pradesh,25.6933,94.9399,69107,Luxury,All-year,10,139,Cold,89,56,4.6,5887,0,0,0,0,0,1,1,6,1,1,0,Culture
679,Ladakh,Ladakh,9.1067,85.0577,10618,Budget,Winter,15,91,Tropical,47,74,4.2,22832,1,0,0,0,1,0,0,8,0,1,0,Spiritual
680,Varanasi,Uttar Pradesh,8.4305,79.3219,65033,Luxury,Summer,17,398,Tropical,60,43,4.0,6167,0,0,0,0,1,1,0,4,1,1,1,Budget
681,Manali,Himachal Pradesh,31.5724,95.7907,55000,Luxury,All-year,21,25,Tropical,39,44,3.8,12224,1,0,1,0,0,0,0,11,1,1,1,Culture
682,Kodaikanal,Tamil Nadu,24.5908,75.4461,74066,Luxury,Winter,9,314,Temperate,63,72,4.9,8228,0,0,1,0,1,0,1,3,1,1,0,Culture
683,Shimla,Himachal Pradesh,18.1803,81.7207,14276,Mid-range,Monsoon,15,87,Tropical,30,97,3.6,30289,0,0,0,0,1,0,0,6,1,1,0,Beach
684,Hampi,Karnataka,23.477,90.8808,34740,Luxury,Winter,15,18,Dry,74,26,4.8,37210,1,0,0,0,0,1,1,3,1,1,1,Spiritual
